"time","date","value","household"
"09:10","2012-06-27",0.0239132266666667,"04"
"09:20","2012-06-27",0.0239180938888889,"04"
"09:30","2012-06-27",0.0229154463888889,"04"
"09:40","2012-06-27",0.00843671305555556,"04"
"09:50","2012-06-27",0.008510155,"04"
"10:00","2012-06-27",0.102691224444444,"04"
"10:10","2012-06-27",0.202270309722222,"04"
"10:20","2012-06-27",0.0138100213888889,"04"
"10:30","2012-06-27",0.0137614022222222,"04"
"10:40","2012-06-27",0.0138320177777778,"04"
"10:50","2012-06-27",0.0137956875,"04"
"11:00","2012-06-27",0.0138256175,"04"
"11:10","2012-06-27",0.0167637855555556,"04"
"11:20","2012-06-27",0.0203437141666667,"04"
"11:30","2012-06-27",0.0204524694444444,"04"
"11:40","2012-06-27",0.0204051347222222,"04"
"11:50","2012-06-27",0.0204656155555556,"04"
"12:00","2012-06-27",0.0125891691666667,"04"
"12:10","2012-06-27",0.00839575194444444,"04"
"12:20","2012-06-27",0.00842409861111111,"04"
"12:30","2012-06-27",0.00853671444444444,"04"
"12:40","2012-06-27",0.0207000988888889,"04"
"12:50","2012-06-27",0.215957106388889,"04"
"13:00","2012-06-27",0.0174089594444444,"04"
"13:10","2012-06-27",0.0329324005555556,"04"
"13:20","2012-06-27",0.0286795288888889,"04"
"13:30","2012-06-27",0.0361004755555556,"04"
"13:40","2012-06-27",0.0281858594444444,"04"
"13:50","2012-06-27",0.0281967333333333,"04"
"14:00","2012-06-27",0.0281707216666667,"04"
"14:10","2012-06-27",0.0151845005555556,"04"
"14:20","2012-06-27",0.0894102497222222,"04"
"14:30","2012-06-27",0.1426230125,"04"
"14:40","2012-06-27",0.00867882861111111,"04"
"14:50","2012-06-27",0.00866093222222222,"04"
"15:00","2012-06-27",0.00876483861111111,"04"
"15:10","2012-06-27",0.00889603111111111,"04"
"15:20","2012-06-27",0.0104470947222222,"04"
"15:30","2012-06-27",0.00884053972222222,"04"
"15:40","2012-06-27",0.00879843055555556,"04"
"15:50","2012-06-27",0.00879404194444444,"04"
"16:00","2012-06-27",0.00879809666666667,"04"
"16:10","2012-06-27",0.00879890305555556,"04"
"16:20","2012-06-27",0.00881985361111111,"04"
"16:30","2012-06-27",0.00870765194444444,"04"
"16:40","2012-06-27",0.00885717722222222,"04"
"16:50","2012-06-27",0.00884690666666667,"04"
"17:00","2012-06-27",0.00878166277777778,"04"
"17:10","2012-06-27",0.00879250083333333,"04"
"17:20","2012-06-27",0.00886726222222222,"04"
"17:30","2012-06-27",0.0200350616666667,"04"
"17:40","2012-06-27",0.0291634877777778,"04"
"17:50","2012-06-27",0.0318892583333333,"04"
"18:00","2012-06-27",0.0911558655555555,"04"
"18:10","2012-06-27",0.0604486938888889,"04"
"18:20","2012-06-27",0.0271262136111111,"04"
"18:30","2012-06-27",0.0102058844444444,"04"
"18:40","2012-06-27",0.0100015425,"04"
"18:50","2012-06-27",0.0134944791666667,"04"
"19:00","2012-06-27",0.0188562975,"04"
"19:10","2012-06-27",0.00925620944444444,"04"
"19:20","2012-06-27",0.00909282444444444,"04"
"19:30","2012-06-27",0.00896291388888889,"04"
"19:40","2012-06-27",0.00893793916666667,"04"
"19:50","2012-06-27",0.00889880722222222,"04"
"20:00","2012-06-27",0.00878948527777778,"04"
"20:10","2012-06-27",0.010802225,"04"
"20:20","2012-06-27",0.0142206272222222,"04"
"20:30","2012-06-27",0.0142120455555556,"04"
"20:40","2012-06-27",0.0141797883333333,"04"
"20:50","2012-06-27",0.0147432666666667,"04"
"21:00","2012-06-27",0.0163999011111111,"04"
"21:10","2012-06-27",0.0167732502777778,"04"
"21:20","2012-06-27",0.00879608583333333,"04"
"21:30","2012-06-27",0.00891082361111111,"04"
"21:40","2012-06-27",0.0159611675,"04"
"21:50","2012-06-27",0.0433293533333333,"04"
"22:00","2012-06-27",0.0388729016666667,"04"
"22:10","2012-06-27",0.0282080922222222,"04"
"22:20","2012-06-27",0.0259453247222222,"04"
"22:30","2012-06-27",0.0191163311111111,"04"
"22:40","2012-06-27",0.0176755561111111,"04"
"22:50","2012-06-27",0.0176393341666667,"04"
"23:00","2012-06-27",0.0189675155555556,"04"
"23:10","2012-06-27",0.0178622147222222,"04"
"23:20","2012-06-27",0.0142684691666667,"04"
"23:30","2012-06-27",0.0118137261111111,"04"
"23:40","2012-06-27",0.0116753155555556,"04"
"23:50","2012-06-27",0.0161571047222222,"04"
"00:00","2012-06-28",0.0130336008333333,"04"
"00:10","2012-06-28",0.0137088730555556,"04"
"00:20","2012-06-28",0.0134344494444444,"04"
"00:30","2012-06-28",0.0118804463888889,"04"
"00:40","2012-06-28",0.0117082416666667,"04"
"00:50","2012-06-28",0.013685205,"04"
"01:00","2012-06-28",0.0124668277777778,"04"
"01:10","2012-06-28",0.0144526638888889,"04"
"01:20","2012-06-28",0.0164361813888889,"04"
"01:30","2012-06-28",0.0135598383333333,"04"
"01:40","2012-06-28",0.0123737822222222,"04"
"01:50","2012-06-28",0.0119269836111111,"04"
"02:00","2012-06-28",0.0119714402777778,"04"
"02:10","2012-06-28",0.0117637311111111,"04"
"02:20","2012-06-28",0.0120442097222222,"04"
"02:30","2012-06-28",0.0119694194444444,"04"
"02:40","2012-06-28",0.0120318577777778,"04"
"02:50","2012-06-28",0.0119235291666667,"04"
"03:00","2012-06-28",0.0119951591666667,"04"
"03:10","2012-06-28",0.0121307236111111,"04"
"03:20","2012-06-28",0.0118977777777778,"04"
"03:30","2012-06-28",0.0119741905555556,"04"
"03:40","2012-06-28",0.0120499647222222,"04"
"03:50","2012-06-28",0.0119391630555556,"04"
"04:00","2012-06-28",0.01197133,"04"
"04:10","2012-06-28",0.0119578861111111,"04"
"04:20","2012-06-28",0.0119348691666667,"04"
"04:30","2012-06-28",0.0118841463888889,"04"
"04:40","2012-06-28",0.0119308752777778,"04"
"04:50","2012-06-28",0.0138333180555556,"04"
"05:00","2012-06-28",0.0134333369444444,"04"
"05:10","2012-06-28",0.0123916511111111,"04"
"05:20","2012-06-28",0.0119035825,"04"
"05:30","2012-06-28",0.0119962758333333,"04"
"05:40","2012-06-28",0.0119077708333333,"04"
"05:50","2012-06-28",0.0119151430555556,"04"
"06:00","2012-06-28",0.0124245247222222,"04"
"06:10","2012-06-28",0.0143366383333333,"04"
"06:20","2012-06-28",0.0783646222222222,"04"
"06:30","2012-06-28",0.0270937847222222,"04"
"06:40","2012-06-28",0.0136406538888889,"04"
"06:50","2012-06-28",0.0137732933333333,"04"
"07:00","2012-06-28",0.0141253961111111,"04"
"07:10","2012-06-28",0.0203526030555556,"04"
"07:20","2012-06-28",0.0177250422222222,"04"
"07:30","2012-06-28",0.0155479283333333,"04"
"07:40","2012-06-28",0.0243033575,"04"
"07:50","2012-06-28",0.114405470833333,"04"
"08:00","2012-06-28",0.0231710677777778,"04"
"08:10","2012-06-28",0.0221538638888889,"04"
"08:20","2012-06-28",0.0218257863888889,"04"
"08:30","2012-06-28",0.0217108419444444,"04"
"08:40","2012-06-28",0.021691885,"04"
"08:50","2012-06-28",0.0184678080555556,"04"
"09:00","2012-06-28",0.0140226269444444,"04"
"09:10","2012-06-28",0.0260841222222222,"04"
"09:20","2012-06-28",0.0135767661111111,"04"
"09:30","2012-06-28",0.00842704027777778,"04"
"09:40","2012-06-28",0.00841074194444444,"04"
"09:50","2012-06-28",0.00842591166666667,"04"
"10:00","2012-06-28",0.00841483777777778,"04"
"10:10","2012-06-28",0.00840576111111111,"04"
"10:20","2012-06-28",0.00837108972222222,"04"
"10:30","2012-06-28",0.00837374972222222,"04"
"10:40","2012-06-28",0.00840013944444444,"04"
"10:50","2012-06-28",0.0137125105555556,"04"
"11:00","2012-06-28",0.0141425963888889,"04"
"11:10","2012-06-28",0.0187148586111111,"04"
"11:20","2012-06-28",0.0229994169444444,"04"
"11:30","2012-06-28",0.0236966627777778,"04"
"11:40","2012-06-28",0.0241676638888889,"04"
"11:50","2012-06-28",0.026090035,"04"
"12:00","2012-06-28",0.0146896436111111,"04"
"12:10","2012-06-28",0.0112734716666667,"04"
"12:20","2012-06-28",0.0112056541666667,"04"
"12:30","2012-06-28",0.0131416958333333,"04"
"12:40","2012-06-28",0.0309643255555556,"04"
"12:50","2012-06-28",0.0235691291666667,"04"
"13:00","2012-06-28",0.0283996841666667,"04"
"13:10","2012-06-28",0.0337147722222222,"04"
"13:20","2012-06-28",0.0337908875,"04"
"13:30","2012-06-28",0.04032406,"04"
"13:40","2012-06-28",0.0390745519444444,"04"
"13:50","2012-06-28",0.0328756041666667,"04"
"14:00","2012-06-28",0.0292779186111111,"04"
"14:10","2012-06-28",0.0130616408333333,"04"
"14:20","2012-06-28",0.0147769977777778,"04"
"14:30","2012-06-28",0.0133896816666667,"04"
"14:40","2012-06-28",0.0137709816666667,"04"
"14:50","2012-06-28",0.0351369666666667,"04"
"15:00","2012-06-28",0.0954550080555556,"04"
"15:10","2012-06-28",0.0761108258333333,"04"
"15:20","2012-06-28",0.0657093130555556,"04"
"15:30","2012-06-28",0.0658396022222222,"04"
"15:40","2012-06-28",0.0383571605555556,"04"
"15:50","2012-06-28",0.025326865,"04"
"16:00","2012-06-28",0.0235139836111111,"04"
"16:10","2012-06-28",0.00849711194444444,"04"
"16:20","2012-06-28",0.00855206305555556,"04"
"16:30","2012-06-28",0.0131755222222222,"04"
"16:40","2012-06-28",0.00939725055555556,"04"
"16:50","2012-06-28",0.00941771777777778,"04"
"17:00","2012-06-28",0.00912705,"04"
"17:10","2012-06-28",0.00897487333333333,"04"
"17:20","2012-06-28",0.00879950611111111,"04"
"17:30","2012-06-28",0.00874907583333333,"04"
"17:40","2012-06-28",0.00863092944444445,"04"
"17:50","2012-06-28",0.00862900333333333,"04"
"18:00","2012-06-28",0.0086097825,"04"
"18:10","2012-06-28",0.00857860583333333,"04"
"18:20","2012-06-28",0.00856212805555556,"04"
"18:30","2012-06-28",0.00927681861111111,"04"
"18:40","2012-06-28",0.00870775666666667,"04"
"18:50","2012-06-28",0.00865988361111111,"04"
"19:00","2012-06-28",0.0160482144444444,"04"
"19:10","2012-06-28",0.0288778644444444,"04"
"19:20","2012-06-28",0.0283606844444444,"04"
"19:30","2012-06-28",0.0191682091666667,"04"
"19:40","2012-06-28",0.00864544611111111,"04"
"19:50","2012-06-28",0.0162000019444444,"04"
"20:00","2012-06-28",0.00859999,"04"
"20:10","2012-06-28",0.00996392666666667,"04"
"20:20","2012-06-28",0.0100295263888889,"04"
"20:30","2012-06-28",0.00840906638888889,"04"
"20:40","2012-06-28",0.009010885,"04"
"20:50","2012-06-28",0.0176487438888889,"04"
"21:00","2012-06-28",0.01641512,"04"
"21:10","2012-06-28",0.0152112077777778,"04"
"21:20","2012-06-28",0.0136086794444444,"04"
"21:30","2012-06-28",0.0135669530555556,"04"
"21:40","2012-06-28",0.0135226736111111,"04"
"21:50","2012-06-28",0.0149666836111111,"04"
"22:00","2012-06-28",0.0228752980555556,"04"
"22:10","2012-06-28",0.0112169308333333,"04"
"22:20","2012-06-28",0.0125534208333333,"04"
"22:30","2012-06-28",0.0107755575,"04"
"22:40","2012-06-28",0.0104067213888889,"04"
"22:50","2012-06-28",0.0142646336111111,"04"
"23:00","2012-06-28",0.00913796444444444,"04"
"23:10","2012-06-28",0.0142894236111111,"04"
"23:20","2012-06-28",0.0127458894444444,"04"
"23:30","2012-06-28",0.0177044961111111,"04"
"23:40","2012-06-28",0.0139581561111111,"04"
"23:50","2012-06-28",0.00849709388888889,"04"
"00:00","2012-06-29",0.0100001686111111,"04"
"00:10","2012-06-29",0.00814738694444444,"04"
"00:20","2012-06-29",0.00859967611111111,"04"
"00:30","2012-06-29",0.0135421913888889,"04"
"00:40","2012-06-29",0.00826936861111111,"04"
"00:50","2012-06-29",0.00822573611111111,"04"
"01:00","2012-06-29",0.00819462555555556,"04"
"01:10","2012-06-29",0.0144195341666667,"04"
"01:20","2012-06-29",0.0125929216666667,"04"
"01:30","2012-06-29",0.00818676333333333,"04"
"01:40","2012-06-29",0.00822915138888889,"04"
"01:50","2012-06-29",0.00839361416666667,"04"
"02:00","2012-06-29",0.00837879055555556,"04"
"02:10","2012-06-29",0.00839797416666667,"04"
"02:20","2012-06-29",0.00842149611111111,"04"
"02:30","2012-06-29",0.0102830733333333,"04"
"02:40","2012-06-29",0.00956540833333333,"04"
"02:50","2012-06-29",0.00824204472222222,"04"
"03:00","2012-06-29",0.00822067416666667,"04"
"03:10","2012-06-29",0.00823481194444444,"04"
"03:20","2012-06-29",0.00829243611111111,"04"
"03:30","2012-06-29",0.00833535805555556,"04"
"03:40","2012-06-29",0.00839112111111111,"04"
"03:50","2012-06-29",0.00838070472222222,"04"
"04:00","2012-06-29",0.00837273888888889,"04"
"04:10","2012-06-29",0.00838082277777778,"04"
"04:20","2012-06-29",0.00830453472222222,"04"
"04:30","2012-06-29",0.00831174722222222,"04"
"04:40","2012-06-29",0.00831339027777778,"04"
"04:50","2012-06-29",0.008308245,"04"
"05:00","2012-06-29",0.0100906588888889,"04"
"05:10","2012-06-29",0.00826773722222222,"04"
"05:20","2012-06-29",0.00825169611111111,"04"
"05:30","2012-06-29",0.00824006861111111,"04"
"05:40","2012-06-29",0.00827123138888889,"04"
"05:50","2012-06-29",0.00829584,"04"
"06:00","2012-06-29",0.00830748527777778,"04"
"06:10","2012-06-29",0.00827312722222222,"04"
"06:20","2012-06-29",0.0457240608333333,"04"
"06:30","2012-06-29",0.0601285816666667,"04"
"06:40","2012-06-29",0.0135614488888889,"04"
"06:50","2012-06-29",0.0145635219444444,"04"
"07:00","2012-06-29",0.0122767038888889,"04"
"07:10","2012-06-29",0.0153957130555556,"04"
"07:20","2012-06-29",0.00989346555555556,"04"
"07:30","2012-06-29",0.00823851583333333,"04"
"07:40","2012-06-29",0.00812202333333333,"04"
"07:50","2012-06-29",0.0553413947222222,"04"
"08:00","2012-06-29",0.0584780369444444,"04"
"08:10","2012-06-29",0.0566089366666667,"04"
"08:20","2012-06-29",0.0605160758333333,"04"
"08:30","2012-06-29",0.0565016705555556,"04"
"08:40","2012-06-29",0.0736786844444444,"04"
"08:50","2012-06-29",0.1651682425,"04"
"09:00","2012-06-29",0.0646214758333333,"04"
"09:10","2012-06-29",0.0383776994444444,"04"
"09:20","2012-06-29",0.0172133586111111,"04"
"09:30","2012-06-29",0.0168177288888889,"04"
"09:40","2012-06-29",0.0417754280555556,"04"
"09:50","2012-06-29",0.0452250630555556,"04"
"10:00","2012-06-29",0.0594666733333333,"04"
"10:10","2012-06-29",0.0129733322222222,"04"
"10:20","2012-06-29",0.1398968475,"04"
"10:30","2012-06-29",0.00837788416666667,"04"
"10:40","2012-06-29",0.0084025575,"04"
"10:50","2012-06-29",0.00831098666666667,"04"
"11:00","2012-06-29",0.00830080916666667,"04"
"11:10","2012-06-29",0.00829200055555556,"04"
"11:20","2012-06-29",0.008354645,"04"
"11:30","2012-06-29",0.00838452472222222,"04"
"11:40","2012-06-29",0.00839942777777778,"04"
"11:50","2012-06-29",0.00841581972222222,"04"
"12:00","2012-06-29",0.0144987747222222,"04"
"12:10","2012-06-29",0.0285325283333333,"04"
"12:20","2012-06-29",0.0239099088888889,"04"
"12:30","2012-06-29",0.00842141583333333,"04"
"12:40","2012-06-29",0.0083822,"04"
"12:50","2012-06-29",0.0104133238888889,"04"
"13:00","2012-06-29",0.00885158861111111,"04"
"13:10","2012-06-29",0.00839492138888889,"04"
"13:20","2012-06-29",0.00838795805555556,"04"
"13:30","2012-06-29",0.00837441583333333,"04"
"13:40","2012-06-29",0.00858511083333333,"04"
"13:50","2012-06-29",0.04414684,"04"
"14:00","2012-06-29",0.0244528686111111,"04"
"14:10","2012-06-29",0.0263500566666667,"04"
"14:20","2012-06-29",0.042276585,"04"
"14:30","2012-06-29",0.0242340975,"04"
"14:40","2012-06-29",0.0240766686111111,"04"
"14:50","2012-06-29",0.0105285122222222,"04"
"15:00","2012-06-29",0.0225889355555556,"04"
"15:10","2012-06-29",0.0138412988888889,"04"
"15:20","2012-06-29",0.0178282972222222,"04"
"15:30","2012-06-29",0.0177936597222222,"04"
"15:40","2012-06-29",0.0177531647222222,"04"
"15:50","2012-06-29",0.0163882036111111,"04"
"16:00","2012-06-29",0.0152032458333333,"04"
"16:10","2012-06-29",0.0132559752777778,"04"
"16:20","2012-06-29",0.0122707458333333,"04"
"16:30","2012-06-29",0.0120572238888889,"04"
"16:40","2012-06-29",0.0117990297222222,"04"
"16:50","2012-06-29",0.01147102,"04"
"17:00","2012-06-29",0.0114162366666667,"04"
"17:10","2012-06-29",0.0112499725,"04"
"17:20","2012-06-29",0.0109039677777778,"04"
"17:30","2012-06-29",0.0109515055555556,"04"
"17:40","2012-06-29",0.0116318783333333,"04"
"17:50","2012-06-29",0.0122200111111111,"04"
"18:00","2012-06-29",0.0143281697222222,"04"
"18:10","2012-06-29",0.0118675083333333,"04"
"18:20","2012-06-29",0.0116883725,"04"
"18:30","2012-06-29",0.0117014572222222,"04"
"18:40","2012-06-29",0.0116951966666667,"04"
"18:50","2012-06-29",0.0118666411111111,"04"
"19:00","2012-06-29",0.016027765,"04"
"19:10","2012-06-29",0.0322516847222222,"04"
"19:20","2012-06-29",0.0315989275,"04"
"19:30","2012-06-29",0.0325967113888889,"04"
"19:40","2012-06-29",0.0164744227777778,"04"
"19:50","2012-06-29",0.00880145194444444,"04"
"20:00","2012-06-29",0.0106482230555556,"04"
"20:10","2012-06-29",0.00877416472222222,"04"
"20:20","2012-06-29",0.00864563583333333,"04"
"20:30","2012-06-29",0.00859000083333333,"04"
"20:40","2012-06-29",0.00859895694444444,"04"
"20:50","2012-06-29",0.00859847166666667,"04"
"21:00","2012-06-29",0.00861007555555556,"04"
"21:10","2012-06-29",0.00860975861111111,"04"
"21:20","2012-06-29",0.00855715305555556,"04"
"21:30","2012-06-29",0.008504265,"04"
"21:40","2012-06-29",0.00880826777777778,"04"
"21:50","2012-06-29",0.0086988175,"04"
"22:00","2012-06-29",0.00950570583333333,"04"
"22:10","2012-06-29",0.0398823452777778,"04"
"22:20","2012-06-29",0.0250497775,"04"
"22:30","2012-06-29",0.0126488913888889,"04"
"22:40","2012-06-29",0.012427565,"04"
"22:50","2012-06-29",0.0123553,"04"
"23:00","2012-06-29",0.0119585488888889,"04"
"23:10","2012-06-29",0.0120300266666667,"04"
"23:20","2012-06-29",0.0136109916666667,"04"
"23:30","2012-06-29",0.0122675583333333,"04"
"23:40","2012-06-29",0.0120385675,"04"
"23:50","2012-06-29",0.0119250641666667,"04"
"00:00","2012-06-30",0.0119172880555556,"04"
"00:10","2012-06-30",0.0119378083333333,"04"
"00:20","2012-06-30",0.0146070763888889,"04"
"00:30","2012-06-30",0.0118589233333333,"04"
"00:40","2012-06-30",0.0140118488888889,"04"
"00:50","2012-06-30",0.0145788055555556,"04"
"01:00","2012-06-30",0.0146127341666667,"04"
"01:10","2012-06-30",0.0127945288888889,"04"
"01:20","2012-06-30",0.0129968927777778,"04"
"01:30","2012-06-30",0.012920425,"04"
"01:40","2012-06-30",0.0124413927777778,"04"
"01:50","2012-06-30",0.0131292375,"04"
"02:00","2012-06-30",0.0129893830555556,"04"
"02:10","2012-06-30",0.0129585402777778,"04"
"02:20","2012-06-30",0.0132536283333333,"04"
"02:30","2012-06-30",0.0121769125,"04"
"02:40","2012-06-30",0.0119664177777778,"04"
"02:50","2012-06-30",0.0120347597222222,"04"
"03:00","2012-06-30",0.0120500608333333,"04"
"03:10","2012-06-30",0.0119574377777778,"04"
"03:20","2012-06-30",0.0114309455555556,"04"
"03:30","2012-06-30",0.0122821383333333,"04"
"03:40","2012-06-30",0.0127197827777778,"04"
"03:50","2012-06-30",0.0123209072222222,"04"
"04:00","2012-06-30",0.0123696533333333,"04"
"04:10","2012-06-30",0.0124327011111111,"04"
"04:20","2012-06-30",0.0119964766666667,"04"
"04:30","2012-06-30",0.0120156338888889,"04"
"04:40","2012-06-30",0.0159076533333333,"04"
"04:50","2012-06-30",0.00949600583333333,"04"
"05:00","2012-06-30",0.0102103338888889,"04"
"05:10","2012-06-30",0.00840110305555556,"04"
"05:20","2012-06-30",0.00841877861111111,"04"
"05:30","2012-06-30",0.00843614111111111,"04"
"05:40","2012-06-30",0.00844423277777778,"04"
"05:50","2012-06-30",0.0084368175,"04"
"06:00","2012-06-30",0.00844766472222222,"04"
"06:10","2012-06-30",0.00842339277777778,"04"
"06:20","2012-06-30",0.00841588694444444,"04"
"06:30","2012-06-30",0.00840090833333333,"04"
"06:40","2012-06-30",0.00840064055555556,"04"
"06:50","2012-06-30",0.00840694694444444,"04"
"07:00","2012-06-30",0.00840798944444444,"04"
"07:10","2012-06-30",0.00839599944444444,"04"
"07:20","2012-06-30",0.00838286944444444,"04"
"07:30","2012-06-30",0.0083391925,"04"
"07:40","2012-06-30",0.0402340836111111,"04"
"07:50","2012-06-30",0.0583331972222222,"04"
"08:00","2012-06-30",0.0425576252777778,"04"
"08:10","2012-06-30",0.0202694477777778,"04"
"08:20","2012-06-30",0.0256245505555556,"04"
"08:30","2012-06-30",0.0188937230555556,"04"
"08:40","2012-06-30",0.00911947666666667,"04"
"08:50","2012-06-30",0.01707713,"04"
"09:00","2012-06-30",0.0174642147222222,"04"
"09:10","2012-06-30",0.0710411475,"04"
"09:20","2012-06-30",0.0309707716666667,"04"
"09:30","2012-06-30",0.0242181925,"04"
"09:40","2012-06-30",0.0106082666666667,"04"
"09:50","2012-06-30",0.0471143452777778,"04"
"10:00","2012-06-30",0.0739569088888889,"04"
"10:10","2012-06-30",0.0138014422222222,"04"
"10:20","2012-06-30",0.0138018916666667,"04"
"10:30","2012-06-30",0.0137608969444444,"04"
"10:40","2012-06-30",0.0147661813888889,"04"
"10:50","2012-06-30",0.0137280569444444,"04"
"11:00","2012-06-30",0.0213900561111111,"04"
"11:10","2012-06-30",0.0114813769444444,"04"
"11:20","2012-06-30",0.00837292861111111,"04"
"11:30","2012-06-30",0.00836100583333333,"04"
"11:40","2012-06-30",0.00839070722222222,"04"
"11:50","2012-06-30",0.00840774944444444,"04"
"12:00","2012-06-30",0.00836638333333333,"04"
"12:10","2012-06-30",0.00840456277777778,"04"
"12:20","2012-06-30",0.025864705,"04"
"12:30","2012-06-30",0.0142066597222222,"04"
"12:40","2012-06-30",0.0140808538888889,"04"
"12:50","2012-06-30",0.01394638,"04"
"13:00","2012-06-30",0.0206904272222222,"04"
"13:10","2012-06-30",0.0270012591666667,"04"
"13:20","2012-06-30",0.0326468166666667,"04"
"13:30","2012-06-30",0.0375620319444444,"04"
"13:40","2012-06-30",0.0265890777777778,"04"
"13:50","2012-06-30",0.0255519472222222,"04"
"14:00","2012-06-30",0.0207040313888889,"04"
"14:10","2012-06-30",0.0159710572222222,"04"
"14:20","2012-06-30",0.0160376377777778,"04"
"14:30","2012-06-30",0.0151898166666667,"04"
"14:40","2012-06-30",0.0127138852777778,"04"
"14:50","2012-06-30",0.0112954961111111,"04"
"15:00","2012-06-30",0.0104280463888889,"04"
"15:10","2012-06-30",0.00991606166666667,"04"
"15:20","2012-06-30",0.0140368522222222,"04"
"15:30","2012-06-30",0.0147150494444444,"04"
"15:40","2012-06-30",0.0149769972222222,"04"
"15:50","2012-06-30",0.0203581166666667,"04"
"16:00","2012-06-30",0.0196970466666667,"04"
"16:10","2012-06-30",0.0240142758333333,"04"
"16:20","2012-06-30",0.0223964711111111,"04"
"16:30","2012-06-30",0.0219520880555556,"04"
"16:40","2012-06-30",0.0140478433333333,"04"
"16:50","2012-06-30",0.0179794730555556,"04"
"17:00","2012-06-30",0.0242536155555556,"04"
"17:10","2012-06-30",0.0240486575,"04"
"17:20","2012-06-30",0.0239473255555556,"04"
"17:30","2012-06-30",0.0238474247222222,"04"
"17:40","2012-06-30",0.0241028994444444,"04"
"17:50","2012-06-30",0.06419489,"04"
"18:00","2012-06-30",0.0755306558333333,"04"
"18:10","2012-06-30",0.0150814488888889,"04"
"18:20","2012-06-30",0.0137915994444444,"04"
"18:30","2012-06-30",0.0120654541666667,"04"
"18:40","2012-06-30",0.00934996972222222,"04"
"18:50","2012-06-30",0.0189021419444444,"04"
"19:00","2012-06-30",0.0154652186111111,"04"
"19:10","2012-06-30",0.00874039138888889,"04"
"19:20","2012-06-30",0.00867731222222222,"04"
"19:30","2012-06-30",0.00858546611111111,"04"
"19:40","2012-06-30",0.00861356888888889,"04"
"19:50","2012-06-30",0.00857798944444444,"04"
"20:00","2012-06-30",0.00854543138888889,"04"
"20:10","2012-06-30",0.00854053666666667,"04"
"20:20","2012-06-30",0.00854271027777778,"04"
"20:30","2012-06-30",0.00856029416666667,"04"
"20:40","2012-06-30",0.00856012583333333,"04"
"20:50","2012-06-30",0.00857228833333333,"04"
"21:00","2012-06-30",0.00852784388888889,"04"
"21:10","2012-06-30",0.00851373527777778,"04"
"21:20","2012-06-30",0.00870011944444444,"04"
"21:30","2012-06-30",0.00863973388888889,"04"
"21:40","2012-06-30",0.00857230972222222,"04"
"21:50","2012-06-30",0.00854270861111111,"04"
"22:00","2012-06-30",0.00857799,"04"
